Category,Sub-Category,Name,URL,Description,Type
Sandboxing,Wrapper,SafeExec,https://github.com/agentify-sh/safeexec/,Secure wrapper.,Repo
Sandboxing,SDK,Incus SDK,https://github.com/divyenduz/incus-sandbox-sdk,Sandbox SDK.,Repo
Browser Use,Agent,Dev Browser,https://github.com/SawyerHood/dev-browser,Persistent browser session skill for Claude. Maintains tabs/cookies.,Repo
Browser Use,Agent,CUA (Computer Use),https://github.com/trycua/cua,Computer Control Agent.,Repo
Browser Use,Agent,Spark MCP,https://github.com/sensuslab/spark-mcp,Browser interaction MCP.,Repo
Browser Use,Agent,ClickClickClick,https://github.com/instavm/clickclickclick,Automated browser agent.,Repo
Browser Use,Agent,Magentic UI,https://github.com/microsoft/magentic-ui,Microsoft's UI agent.,Repo
Browser Use,Agent,OODA Computer,https://github.com/Mnehmos/MCP-OODA-Computer,OODA loop implementation for computer use.,Repo
Browser Use,Demo,Computer Use Demo,https://github.com/anthropics/claude-quickstarts/tree/main/computer-use-demo,Anthropic demo.,Repo
Browser Use,Agent,Fara,https://github.com/microsoft/fara,Microsoft agent.,Repo
Browser Use,Lib,Gen Agents,https://github.com/generalagents/generalagents-python,Python lib.,Repo
Browser Use,MCP,Chrome Dev,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools MCP.,Repo
Browser Use,Tool,Algonius,https://github.com/algonius/algonius-browser?tab=readme-ov-file,Browser tool.,Repo
Browser Use,Tool,Kapture,https://github.com/williamkapke/kapture,Capture tool.,Repo
Browser Use,Lib,Puppeteer,https://github.com/puppeteer/puppeteer,Automation lib.,Repo
Browser Use,Repo,Playwriter,https://github.com/remorses/playwriter,Playwright wrapper.,Repo
Router,Provider,OpenRouter,https://openrouter.ai/,Aggregated LLM API.,Website
Router,Provider,MegaLLM,https://megallm.io/dashboard/models,High-throughput LLM router.,Website
Router,Provider,Voyage AI,https://dashboard.voyageai.com,Embedding models provider.,Website
Router,Provider,Chutes AI,https://chutes.ai/app/api,Ephemeral GPU inference.,Website
Router,Provider,Anannas,https://anannas.ai/,AI Router platform.,Website
Router,Tool,Agent Router,https://agentrouter.org/console,Router console.,Website
Router,API,Synthetic,https://synthetic.new/user-settings/api,Synthetic API.,Website
Router,Profile,Yupp,https://yupp.ai/profile,Yupp profile.,Website
Router,Settings,Poe,https://poe.com/settings,Poe settings.,Website
Router,Leaderboard,LMArena,https://lmarena.ai/leaderboard,Model leaderboard.,Website
Router,Login,Blocks,https://www.blocks.team/signin,Blocks login.,Website
Skills,Library,Anthropic Skills,https://github.com/anthropics/skills,Reference skill implementations.,Repo
Skills,Library,Awesome Claude Skills,https://github.com/ComposioHQ/awesome-claude-skills,Comprehensive list of skills including Google/Slack integrations.,Repo
Skills,Library,OpenAI Skills,https://github.com/openai/skills,OpenAI standard skills.,Repo
Skills,Library,Codex Skills,https://developers.openai.com/codex/skills/,Codex-specific skills.,Documentation
Skills,Library,NoeTrevino Skills,https://github.com/TheNoeTrevino/dotfiles/tree/main/claude-code/skills,Community favorites.,Repo
Skills,Training,SkillShare,https://github.com/runkids/skillshare,Platform for sharing agent skills.,Repo
Dynamic Tooling,Proxy,MCP Proxy,https://github.com/Dumbris/mcpproxy,MCP proxy.,Repo
Dynamic Tooling,Proxy,Meta Proxy,https://github.com/nullplatform/meta-mcp-proxy,Meta proxy.,Repo
Dynamic Tooling,Tools,Lootbox,https://github.com/jx-codes/lootbox,Dynamic tools.,Repo
Dynamic Tooling,Optimization,Lazy Load,https://github.com/machjesusmoto/claude-lazy-loading,Lazy loading.,Repo
Dynamic Tooling,Router,Switchboard,https://github.com/George5562/Switchboard,Dynamic router.,Repo
Dynamic Tooling,Executor,Code Exec MCP,https://github.com/aberemia24/code-executor-MCP,Code executor.,Repo
Dynamic Tooling,Optimization,VoiceTree,https://github.com/voicetreelab/lazy-mcp,Lazy loading.,Repo
Dynamic Tooling,Protocol,Code Mode,https://github.com/universal-tool-calling-protocol/code-mode,Code mode protocol.,Repo
Dynamic Tooling,MCP,UTCP MCP,https://github.com/universal-tool-calling-protocol/utcp-mcp,UTCP implementation.,Repo
Dynamic Tooling,Tool,Unified Code,https://github.com/danieliser/codemode-unified,Unified tool.,Repo
Dynamic Tooling,Lib,SmolAgents,https://github.com/huggingface/smolagents,Lightweight agents.,Repo
Dynamic Tooling,SDK,Prog Tool Call,https://github.com/cameronking4/programmatic-tool-calling-ai-sdk,Programmatic SDK.,Repo
Dynamic Tooling,Website,MCP Hub X,https://mcphubx.com/,Hub extension.,Website
Dynamic Tooling,Server,Exec Mode,https://github.com/elusznik/mcp-server-code-execution-mode,Execution server.,Repo
Dynamic Tooling,Implementation,PolyMCP,https://github.com/poly-mcp/Polymcp,Polyglot MCP.,Repo
Dynamic Tooling,Repo,PCTX,https://github.com/portofcontext/pctx,Context port.,Repo
Dynamic Tooling,Filter,MCP Funnel,https://github.com/chris-schra/mcp-funnel,Output filter.,Repo
Dynamic Tooling,Gateway,MS Gateway,https://github.com/microsoft/mcp-gateway,Microsoft Gateway.,Repo
Dynamic Tooling,Gateway,Rod Gateway,https://github.com/roddutra/agent-mcp-gateway,Agent Gateway.,Repo
Dynamic Tooling,Repo,Opus Agents,https://github.com/sathish316/opus_agents,Opus agents.,Repo
Dynamic Tooling,Repo,NCP,https://github.com/portel-dev/ncp,NCP tool.,Repo
Dynamic Tooling,Discovery,ToolRAG,https://github.com/antl3x/ToolRAG,Tool discovery.,Repo
Dynamic Tooling,Lib,PluggedIn,https://plugged.in/library,Plugin library.,Website
Dynamic Tooling,Repo,Code Mode Toon,https://github.com/ziad-hsn/code-mode-toon,Code mode implementation.,Repo
Dynamic Tooling,Repo,CF Agents,https://github.com/cloudflare/agents/tree/main,Cloudflare agents.,Repo
Dynamic Tooling,Integration,PluggedIn MCP,https://github.com/VeriTeknik/pluggedin-mcp,MCP integration.,Repo
Dynamic Tooling,Shell,MCPM SH,https://github.com/pathintegral-institute/mcpm.sh,Shell manager.,Repo
Dynamic Tooling,Utility,Tool Chainer,https://github.com/thirdstrandstudio/mcp-tool-chainer,Chain tools.,Repo
Dynamic Tooling,Parser,JSON YAML,https://github.com/bitflight-devops/mcp-json-yaml-toml,Config parser.,Repo
Dynamic Tooling,Repo,Zypher Agent,https://github.com/corespeed-io/zypher-agent,Zypher agent.,Repo
Dynamic Tooling,Website,GodeMode,https://godemode.scalebase.io/,GodeMode site.,Website
Dynamic Tooling,Website,ToolPrint,https://www.toolprint.ai/,ToolPrint site.,Website
Dynamic Tooling,MCP,Hypertool,https://github.com/toolprint/hypertool-mcp,Hypertool MCP.,Repo
Dynamic Tooling,Website,Smithery Box,https://smithery.ai/server/@smithery/toolbox,Toolbox.,Website
Dynamic Tooling,Linker,Linker,https://github.com/milisp/mcp-linker,MCP Linker.,Repo
Dynamic Tooling,Lang,Toolscript,https://github.com/mKeRix/toolscript,Scripting lang.,Repo
RAG,Framework,Llama Index,https://github.com/run-llama/llama_index,Data framework.,Repo
RAG,Portal,Llama Dev,https://developers.llamaindex.ai/,Dev portal.,Website
RAG,Service,Ragie,https://www.ragie.ai/,Managed RAG.,Website
RAG,DB,Pinecone,https://www.pinecone.io/,Vector DB.,Website
RAG,Tool,NotebookLM,https://notebooklm.google/,Google Notebook.,Website
RAG,UI,Vectorize,https://github.com/medright/vectorize-ui,Vector UI.,Repo
RAG,Engine,WeKnora,https://github.com/Tencent/WeKnora,Retrieval engine.,Repo
RAG,DB,MindsDB,https://github.com/mindsdb/mindsdb,AI DB.,Repo
RAG,App,Code Chunk,https://github.com/supermemoryai/code-chunk,Chunking tool.,Repo
Database,Collab,DBHub,https://github.com/bytebase/dbhub,DB Collaboration.,Repo
Database,MCP,MySQL MCP,https://github.com/gemini-cli-extensions/mysql,MySQL MCP.,Repo
Database,MCP,Postgres MCP,https://github.com/gemini-cli-extensions/postgres,Postgres MCP.,Repo
Database,Platform,Supabase,https://supabase.com/,Backend platform.,Website
Database,Repo,Supabase Repo,https://github.com/supabase/supabase,Supabase repo.,Repo
Search,Repo,Desktop Cmd,https://github.com/wonderwhy-er/DesktopCommanderMCP,Desktop search.,Repo
Search,Repo,Web Search,https://github.com/mrkrsl/web-search-mcp,Web search.,Repo
Search,Repo,Everything,https://github.com/mamertofabian/mcp-everything-search,Everything search.,Repo
